"link","updated","title","summary"
"https://www.gov.uk/government/statistics/historical-statistics-notices-on-uk-milk-prices-and-composition-of-milk-2018","2019-02-21T09:30:00Z","Historical statistics notices on UK milk prices and composition of milk, 2018","Previously published  National Statistics notices on UK averages of the farm-gate price and composition of milk."
"https://www.gov.uk/government/publications/process-evaluation-of-the-global-positioning-system-gps-electronic-monitoring-pilot","2019-02-16T00:15:00Z","Process evaluation of the Global Positioning System electronic monitoring pilot: qualitative findings","This process <mark>evaluation</mark> report explores views and experiences of the implementation and delivery of the GPS Electronic Monitoring pilot.…"
"https://www.gov.uk/government/statistics/arts-council-of-northern-ireland-2017-18-annual-funding-programme-afp-survey","2019-02-15T09:30:04Z","Arts Council of Northern Ireland 2017-18 Annual Funding Programme (AFP) Survey","Findings from an annual survey of arts organisations in receipt of regular funding from the Arts Council of Northern Ireland. "
"https://www.gov.uk/government/publications/r132-innovation-and-new-technology","2019-02-14T11:43:00Z","R132 - Innovation and new technology","Evidence requirement R132: Innovation and new technology "
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2018","2019-02-14T09:30:00Z","Mortgage and Landlord Possession statistics: October to December 2018","Quarterly National Statistics on possession claim actions in county courts by mortgage lenders and social and private landlords."
"https://www.gov.uk/government/publications/strategic-college-improvement-fund-process-evaluation","2019-02-08T10:35:58Z","Strategic college improvement fund: process evaluation","This report assesses the efficiency and effectiveness of the strategic college improvement fund (SCIF) pilot."
"https://www.gov.uk/government/publications/national-lgbt-survey-summary-report","2019-02-07T12:00:47Z","National LGBT Survey: Research report","We analysed the responses to the National LGBT Survey and published the headline findings in 2 publications, a detailed research report and a summary report, as well as a Survey Data Viewer."
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2018","2019-02-04T14:20:51Z","Children's social care data in England 2018","Inspection data and information about the providers and places of children’s social care in England and inspection outcomes for local authority children’s services."
"https://www.gov.uk/government/statistics/incorporated-companies-in-the-uk-october-to-december-2018","2019-01-31T09:30:17Z","Incorporated companies in the UK October to December 2018","Quarterly release providing information about the number of companies on the register, newly incorporated companies, and removals from the register."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-october-2018-experimental-statistics","2019-01-31T09:30:12Z","Maternity Services Monthly Statistics October 2018, Experimental statistics","October 2018 monthly publication of experimental statistics from the Maternity Services Data Set "
"https://www.gov.uk/government/publications/evaluation-of-the-maths-teacher-exchange-china-and-england","2019-01-25T10:59:32Z","Evaluation of the maths teacher exchange: China and England","Research reports on the maths teacher exchange programme between China and England."
"https://www.gov.uk/government/publications/gender-pay-gap-employers-action-and-understanding","2019-01-21T10:00:00Z","Gender pay gap: employers' action and understanding","This research looks at how employers understand the gender pay gap and what actions they are taking to close it."
"https://www.gov.uk/government/publications/evaluation-of-provider-level-tef-2016-to-2017-year-2","2019-01-18T11:00:00Z","Evaluation of provider-level TEF 2016 to 2017 (year 2)","This research report <mark>evaluates</mark> the initial impact of the Teaching Excellence and Student Outcomes Framework (TEF) on the higher education landscape."
"https://www.gov.uk/government/publications/evaluation-of-disabled-students-allowances-dsas","2019-01-17T09:30:00Z","Evaluation of Disabled Students’ Allowances (DSAs)","Findings on the effectiveness of Disabled Students’ Allowances (DSAs). Includes the application experience and support given to students."
"https://www.gov.uk/government/publications/rural-research-priorities","2019-01-16T12:07:55Z","Rural research priorities","A framework outlining current government priorities for research related to rural economies and communities."
"https://www.gov.uk/government/publications/welfare-trends-report-january-2019","2019-01-15T12:00:00Z","Welfare trends report: January 2019","The Office for Budget Responsibility has published their welfare trends report for 2019."
"https://www.gov.uk/government/publications/uk-reach-rpc-opinion","2019-01-10T15:23:00Z","UK REACH: RPC Opinion","Regulatory Policy Committee opinion on Defra’s impact assessment of the UK REACH (Registration, <mark>Evaluation</mark>, Authorisation &amp; restriction of Chemicals).…"
"https://www.gov.uk/government/publications/a-process-study-of-the-horizon-programme","2019-01-10T10:23:55Z","A process study of the Horizon Programme","A process <mark>evaluation</mark> of the new Horizon programme for medium risk sex offenders delivered in custodial and community sites in England and Wales."
"https://www.gov.uk/government/publications/employment-and-support-allowance-work-related-activity-group-pilots","2019-01-10T10:00:10Z","Employment and Support Allowance work-related activity group pilots","Findings from pilots to support Employment and Support Allowance (ESA) work-related activity group claimants with 18 to 24 month re-referral periods."
"https://www.gov.uk/government/publications/local-family-offer-pilot-evaluation-of-phase-1","2019-01-10T09:30:07Z","Local Family Offer pilot: evaluation of phase 1","This report provides evidence on local authorities’ experiences of promoting family stability and relationship quality through the Local Family Offer."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-september-2018-experimental-statistics","2019-01-03T09:30:03Z","Maternity Services Monthly Statistics September 2018, Experimental statistics","September 2018 monthly publication of experimental statistics from the Maternity Services Data Set."
"https://www.gov.uk/government/publications/teacher-training-marketing-campaign-second-report","2019-01-03T09:30:00Z","Teacher training marketing campaign: second report","Updated report on the impact of the department&#x27;s marketing campaign on web sessions, registrations and applications for teacher training for 2019."
"https://www.gov.uk/government/publications/teacher-training-marketing-campaign-initial-report","2019-01-03T09:30:00Z","Teacher training marketing campaign: initial report","Initial report on the impact of the Department for Education (DfE) marketing campaign on web sessions, registrations and applications for teacher training."
"https://www.gov.uk/government/publications/the-role-of-further-and-higher-education-in-cyber-security-skills","2018-12-21T12:20:40Z","The Role of Further and Higher Education in Cyber Security Skills","Results of independent external research exploring the role of further and higher education in cyber security skills development in England. "
"https://www.gov.uk/government/publications/further-education-fe-workforce-programme-evaluation","2018-12-20T14:11:00Z","Further education (FE) workforce programme evaluation","<mark>Evaluation</mark> of training and funding schemes for the FE workforce programme commissioned by DfE and Department for Business, Innovation and Skills (BIS)."
"https://www.gov.uk/government/publications/curriculum-research-assessing-intent-implementation-and-impact","2018-12-19T09:32:57Z","Curriculum research: assessing intent, implementation and impact","This research ﻿sets out what we have done in phase 3 of our research into the quality of curriculum in schools.
 
"
"https://www.gov.uk/government/publications/tackling-the-loyalty-penalty","2018-12-19T07:04:00Z","Tackling the loyalty penalty","An executive summary of the CMA&#x27;s response to a super-complaint made by Citizens Advice on 28 September 2018"
