"documents","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/544925/mortgage-and-landlord-possessions-statistics-april-june-2016.pdf","impact, monitoring, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/545241/UKFP_PC3_FINAL_EVALUATION_REPORT.pdf","evaluation, performance, monitoring, interview, focus group, impact, survey, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/545250/Progression_Brochure_A5_Jul_16_vFINAL.pdf","performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/545262/DECC_Barriers_and_Benefits_of_Home_Energy_Controllers_-_Final_report__1_.pdf","impact, monitoring, evaluation, rct, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546029/Twaweza-Tanzania-2009-2014.pdf","evaluation, monitoring, interview, survey, outcome harvesting, rct, impact, realist, performance, case study, experimental, consultative, focus group, polling"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546031/Man-response-Twaweza-Tanzania-2009-2014.pdf","evaluation, monitoring, survey, polling, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546087/Water-Sanitation-Urban-Poor.pdf","evaluation, focus group, performance, rct, impact, interview, survey, monitoring, contribution analysis, realist, case study, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546096/Man-resp-Water-Sanitation-Urban-Poor.pdf","evaluation, impact, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546270/Data_Information.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546405/UKFP_PC4_Evaluation_Report_FINAL_17.08.16.pdf","evaluation, performance, survey, interview, case study, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546421/UKFP_Evaluation_JLR_case_study_FINAL.pdf","evaluation, performance, case study, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546515/UKFP_PC4_Brochure_FINAL.pdf","performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546599/Challenges_and_Changes_Statistical_Summary.pdf","experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/546883/hpr2616.pdf","survey, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/547769/Evaluation_of_UK_Futures_Programme_-_conclusions_and_guidance.pdf","evaluation, impact, performance, monitoring, survey, randomised control trial, rct, interview, experimental, case study, theory based, simulation, realist, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/548236/longer-semi-trailer-trial-annual-report-2015.pdf","evaluation, impact, performance, survey, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/548571/Baseline_economic_environment_of_english_marine_plans.pdf","performance, impact, evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/548718/Climate-Development-Knowledge-Network.pdf","evaluation, interview, impact, contribution analysis, monitoring, realist, performance, case study, experimental, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/550039/beis-16-16-business-support-helpline.pdf","interview, impact, survey, evaluation, rct, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/550866/Wachter_Review_Accessible.pdf","evaluation, impact, interview, realist, performance, survey, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/550899/Watcher_Exec_Summary_Accessible.pdf","evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/553335/process-evaluation-doc.pdf","evaluation, interview, monitoring, impact, performance, realist, experimental, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/554746/hpr2716.pdf","monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/554747/hpr2816.pdf","survey, impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/555191/RR929-help-and-support-for-separated-families-innovation-fund-evaluation-summary.pdf","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/555192/RR929-help-and-support-for-separated-families-innovation-fund-evaluation.pdf","evaluation, impact, survey, interview, performance, realist, focus group, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/555689/labour-market-learning-innovation-and-local-flexibilities-evaluation.pdf","evaluation, performance, monitoring, impact, interview, survey, case study, realist, experimental, randomised control trial, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/556662/RR929-help-and-support-for-separated-families-innovation-fund-evaluation-appendices.pdf","evaluation, survey, interview, impact, realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/556674/cyphs-sep15-exp-rep.pdf","experimental, impact, survey, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/556895/HPR_COVER_Q1617_1_April_to_June_2016_v4.pdf","evaluation, experimental, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/557107/Teaching-Excellence-Framework-highly-skilled-employment..pdf","performance, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/557129/evaluation-report-of-oft-action-in-gyms-sector.pdf","survey, impact, rct, evaluation, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/558265/msms-may16-exp-rep.pdf","experimental, monitoring, performance, evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/558271/msms-may16-exp-pra.pdf","experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/558895/hpr3316.pdf","impact, evaluation, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/559145/hpr2216_crrctd3.pdf","monitoring, impact, survey, systematic review, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/559563/Forecast_evaluation_report_October_2016.pdf","evaluation, performance, systematic review, simulation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/559979/Teaching_Schools_evaluation_research_brief.pdf","evaluation, case study, impact, survey, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560163/pension-wise-service-evaluation-wave-1-interim-findings.pdf","evaluation, interview, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560499/Troubled_Families_Evaluation_Synthesis_Report.pdf","evaluation, impact, cost benefit analysis, monitoring, propensity score matching, experimental, survey, case study, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560500/Troubled_Families_Evaluation_Process_Evaluation.pdf","evaluation, interview, impact, case study, performance, survey, experimental, focus group, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560501/Troubled_Families_Evaluation_Families_Experiences.pdf","evaluation, impact, interview, case study, experimental, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560502/Technical_report_Annex_to_Family_Survey.pdf","evaluation, survey, interview, impact, cost benefit analysis, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560503/Troubled_Families_Evaluation_Survey_Impact.pdf","evaluation, impact, survey, interview, monitoring, experimental, case study, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560504/Troubled_Families_Evaluation_National_Impact_Study.pdf","evaluation, impact, propensity score matching, randomised control trial, survey, performance, monitoring, experimental, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560505/Troubled_Families_Evaluation_Family_Monitoring_Data.pdf","evaluation, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560512/Troubled_Families_Local_Authority_Cost_Savings.pdf","monitoring, evaluation, cost benefit analysis, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560625/DFE-RR528-Mockingbird_family_model_evaluation.pdf","evaluation, impact, interview, monitoring, focus group, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560655/RESuLT_training_Evaluation_report.pdf","evaluation, interview, impact, cost effectiveness analysis, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560736/DFE-RR531-Supporting_long-term_foster_care_evaluation.pdf","evaluation, interview, impact, focus group, survey, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/560755/North_London_Children_s_Efficiency_Programme_final_evaluation_report.pdf","evaluation, impact, interview, monitoring, performance, survey"
